MaleAltmer,FemaleAltmer,FamilyAltmer,MaleArgonian,FemaleArgonian,FamilyArgonian,MaleBosmer,FemaleBosmer,FamilyBosmer,MaleBreton,FemaleBreton,FamilyBreton,MaleDunmer,FemaleDunmer,FamilyDunmer,MaleImperial,FemaleImperial,FamilyImperial,MaleKhajiit,FemaleKhajiit,FamilyKhajiit
Menuldhel,Ohlinonde,,Sar-Keer,Wih-Jat,,Lemring,Niranda,,Erold,Laelyn,Tamrith,Vatollia,Varona,Telvani,,,Ranius,Khunzum,Nalimeh,
Mercano,Oholdirel,,Seed-Maht,Wih-Waska,,Lemrongorn,Niraniel,,Escabert,Laetille,Thenephan,Vaves,Voldsea,Teneran,,,Reburrus,Khuzig,Naluza,
Meredil,Ohtandilwe,,Shanil-Nei,Wud-Weska,,Lenahawn,Niriel,,Escamel,Lanarette,Tustin,Vavran,Bravora,Terandas,,,Redhands,Kigum-dar,Namu,
Merion,Ohtantaril,,Sheer-Hahtsei,Wuja-Ei,,Lengaer,Nirihill,,Esmond,Lanier,Urquine,Vedam,Milvela,Terano,,,Renald,Kikurr,Naradai,
Merormo,Ohtarona,,Sheer-Saak,Wuja-Meenus,,Lenonion,Niruin,,Esquier,Lantoinette,Velain,Vedran,Satha,Teri,,,Rilian,Kinaro,Naradani,
Meryon,Ohtowen,,Tah-Tehat,Wuleen-Ze,,Lenor,Nistel,,Esteve,Laranette,Vervins,Velis,Aldyne,Teria,,,Rosentius,Kirrdul,Naragara,
Midalmo,Oinara,,Taleel-Bex,Xal-Sisei,,Lenoril,Nistyniel,,Estien,Lariane,Vien,Velms,Aluri,Terilu,,,Rouillac,Kirrsi,Narahni,
Milerond,Oimifwe,,Tan-Skee,Xijai-Teel,,Lenranas,Nithelin,,Estienn,Larynn,Vienne,Velyn,Amili,Tervayn,,,Rufus,Kirun,Narama-ko,
Milmendien,Oiomiralewen,,Tar-Makka,Xil-Zish,,Lerangor,Nithiel,,Etiache,Laudine,Virien,Veros,Arvena,Thalas,,,Rulician,Kithiriz,Narazbiri,
Mindil,Oiomonwe,,Tar-Meeus,Xugirus-Dimik,,Lereluin,Nitholeth,,Evien,Lauranne,Voirol,Vevos,Aspera,Thalor,,,Rusonius,Kiturr,Narazda,
Minducil,Olnewil,,Tee-Marza,Zasha-Ja,,Lestadir,Nithonda,,Evinn,Lauravieve,Vrouarde,Vevul,Badami,Thando,,,Saccus,Kizmar,Narazreshi,
Miratar,Olorime,,Topeeth-Gih,Wanders-Far,,Lilthelfin,Nithriel,,Evrart,Laure,Vyau,Vilval,Bela,Tharam,,,Salvitto,Kizrue,Narguli,
Mirdinnarian,Olwanenya,,Topith-Kuz,Amber-Eyes,,Lilthidrin,Nivrel,,Fabrice,Leana,Yunlin,Vilyn,Benae,Tharyon,,,Sanctus,Korabi,Narrama,
Miremonwe,Orarelwe,,Tsatva-Lan,Argues-with-Frogs,,Lonor,Nivriian,,Faric,Leila,Zulin,Viras,Beyte,Tharys,,,Sanga,Kul-ja,Naruza,
Mirionil,Orelnque,,Tumma-Beekus,Ashen-Skinned,,Lorchon,Nivrilin,,Felipe,Leonique,Zylippe,Virvyn,Birama,Theman,,,Saulinia,Kulan-dro,Narzura,
Mirnor,Orenwen,,Tunbam-Kahz,Axe-Fist,,Lorfolas,Noldathil,,Felyx,Leonora,Aalart,Vobend,Cindiri,Thenim,,,Scaeva,Kuldargo,Natrada,
Mirulon,Ornandel,,Ukka-Dimik,Barters-with-Wit,,Lorfolros,Nona,,Ferou,Leontille,Acques,Vonden,Dalami,Therayn,,,Scavius,Kumurr,Nayya,
Molacar,Ornenya,,Ukka-Malz,Bathed-in-Steel,,Lowindor,Norasea,,Ferrand,Leticia,Adrognese,Vonos,Dalnorea,Therethi,,,Secundus,Kunaar,Nazala,
Moladucil,Orninlusea,,Uta-Chuna,Bites-the-Branch,,Madruin,Norraneth,,Filbert,Lexi,Agnan,Vorar,Danoso,Thilandas,,,Secunia,Kundurr,Nezbi,
Molanor,Ornuune,,Uta-Ra,Bitten-Once-Shy,,Maendir,Norrareth,,Finious,Lexille,Airde,Voruse,Daynea,Thilarvel,,,Sele,Kunerr-jo,Nirahni,
Molirstamil,Ornyenque,,Uxith-Ei,Black-Silk-Earth,,Maenlin,Norriel,,Florenot,Liane,Alemont,Vuvil,Daynila,Thimalvel,,,Sendris,Kuralit,Nirai,
Mollyon,Oruude,,Vara-Zeen,Blazing-Glory,,Maenrin,Norweras,,Florent,Lielle,Aloette,Dranas,Daynillo,Thindo,,,Sentulus,Kurnamu-do,Nirshala,
Monwe,Palith,,Vetra-Zaw,Blue-Bird,,Maenthanaras,Norwess,,Fonten,Liisan,Alois,Fathis,Dervera,Thiralas,,,Serpe,Kurnasiran,Nirshanti,
Morelrubel,Pamolinwe,,Vistha-Jush,Blue-Eyes,,Maeroth,Norwifinn,,Fontenot,Lila,Althen,Aldos,Dralia,Thireloth,,,Sertorius,Kusirnaz-dar,Nisaazda,
Morimbar,Pamolwe,,Vohta-Lan,Blue-Scale,,Magaelion,Nothemril,,Franck,Lily,Altien,Alval,Erivase,Thirith,,,Sextius,Kuzo,Nisuzi,
Mormalion,Pamuusare,,Vuh-Dimik,Born-Under-Stars,,Malbuin,Ondineth,,Francynak,Limren,Amadour,Andel,Faral,Thirothan,,,Sialius,Lakjo,Nubani,
Mormeril,Panaaime,,Waku-Mat,Borrows-Trouble,,Malgawn,Onglorien,,Franque,Linane,Amedee,Aron,Faras,Thirvayn,,,Sibylla,Laknar,Nudabibi,
Mornandil,Pandetuile,,Wanam-Jush,Branded-Heart,,Malgor,Orabess,,Frederic,Lionne,Andras,Arvin,Gadeneri,Tilvur,,,Sidonia,Lakurr-ra,Nuhunza,
Mornurdur,Panersewen,,Wanum-Neeus,Brands-the-Guar,,Malgorin,Orchelith,,Frederuno,Lisanne,Andrese,Avrus,Gamyne,Tistar,,,Silanus,Lanbaar,Nuifa,
Mulvarion,Panewen,,Weedum-Eius,Breezes-Whisper,,Malgoth,Oriadess,,Frencque,Lisolda,Anquetil,Aymar,Girvani,Tobor,,,Sintav,Lankin,Nulaga,
Muramil,Panolya,,Wideem-Voh,Brown-Tooth,,Malinor,Orianel,,Frilan,Livelle,Antienne,Banus,Hlavora,Trandel,,,Siro,Lansur,Nuledhi,
Murarel,Panyra,,Wih-Sei,Calls-to-Nature,,Malionar,Orwinora,,Frizwyr,Lizabet,Arsenault,Belmyne,Llorayna,Tunel,,,Solinthia,Laurri,Nulla,
Murderil,Penardil,,Wuja-Lei,Calm-Water,,Malthagros,Panreth,,Frubert,Lleraya,Ashcroft,Bolor,Lolethys,Tyravel,,,Statlilia,Lharahad,Numaia,
Naalirnenil,Penewen,,Wuja-Sei,Changer-of-Minds,,Malthor,Paranarth,,Frugo,Lodys,Ashtic,Bongond,Madrana,Uleni,,,Stolo,Lharlis,Numara,
Naanelore,Pennifen,,Wuleen-Weska,Cherishes-Water,,Malvir,Parenel,,Fugues,Lorene,Ashton,Cylben,Madura,Ulessen,,,Strabo,Linhir,Nurisipa,
Naanirfalion,Penolore,,Xal-Geh,Chews-on-Moss,,Manalmir,Pariel,,Gabin,Loriel,Auberdine,Delos,Malvi,Ulom,,,Syx,Linihar,Nurra,
Naarcaano,Penunorwe,,Xal-Nur,Chews-The-Marrow,,Mandir,Parwaen,,Gaboryan,Louarde,Aumel,Diram,Manwe,Ulvel,,,Tappo,Linihi,Nusana,
Naaril,Pinanande,,Xil-Jekka,Coin-Hoarder,,Mandor,Parwinel,,Gabrien,Louise,Avagour,Dovyn,Maralie,Ulver,,,Trasius,Lojaku,Nuthanda,
Naarwe,Qeuryaiel,,Xil-Vilax,Cooks-the-Meat,,Manenlir,Pengaenion,,Gabryel,Loulou,Avau,Drels,Marilia,Urns,,,Trebellius,Lufras,Nuzalu,
Nadonil,Quen,,Xul-Mot,Dances-with-Kwama,,Mangaer,Peruin,,Gaffer,Luce,Babiloine,Eris,Medilia,Urvon,,,Truiand,M'aiq,Odaini,
Naemon,Quendia,,Yinz-Hei,Dawn-Scale,,Mangeth,Pishna,,Gailen,Luceline,Baelborne,Eronor,Medresi,Urvyn,,,Tucca,M'desbar,Ohama,
Nafarion,Quenyas,,Yotep-Kus,Deca,,Mangonas,Ralaenglin,,Gaillard,Lucete,Balbus,Erver,Merarii,Uvalas,,,Turrianus,M'harra,Onsari,
Nafyeyor,Querertoril,,Bends-Iron,Delves-Deeply,,Manilbor,Ralai,,Ganet,Lucette,Bantien,Farwil,Merilar,Uvalen,,,Tustin,M'jaddha,Oonama,
Nafiryaamo,Quertasse,,Hears-the-Wind,Dreams-in-Daylight,,Manroth,Ralayell,,Garbert,Lucienne,Barclay,Felas,Methulu,Uvalor,,,Ulpius,M'nashaar,Paadeza,
Naldien,Queryarie,,Plays-With-Fire,Dreams-of-Honey-and-Gold,,Manthir,Ralerdhil,,Garron,Lucille,Barthis,Felen,Milva,Uvani,,,Urthinius,M'zum,Paaniir,
Nallore,Queryelin,,Speaks-With-Blades,Dusk-Scale,,Marantar,Ralion,,Garth,Ludivine,Beanique,Ferul,Mirili,Uvaram,,,Vandacia,Ma'jha-dro,Paathi,
Namorimon,Raelys,,Appraising-Spine,Eats-To-Learn,,Marilrin,Rallion,,Garvey,Lurgette,Beauchamp,Frathen,Mivanu,Uveleth,,,Varga,Ma'jhad,Paawelaya,
Namornen,Ranais,,Back-Wash,Egg-Face,,Marthine,Rangil,,Gascone,Lyna,Beaufort,Gilen,Nali,Uvulas,,,PriestVarkour,Ma'jidid,Pabazi,
Nandelle,Ranwe,,Basks-In-Darkness,Eight-Feather-Tail,,Maruin,Ranneth,,Gasparien,Lynie,Bedel,Gureryne,Nalvyna,Vadryon,,,Vassinus,Mabit,Pafirra,
Nanormanar,Rathorith,,Basks-in-Gardens,Erects-The-Spine,,Mathal,Ranniel,,Gastau,Lysaux,Belaram,Hlanas,Nathyne,Valaai,,,Vedius,Mabkir,Pahba-dra,
Nanwen,Relulae,,Bathes-In-Blood,Evening-Star-Rising,,Mathragor,Rannonda,,Gasteau,Lyse,Benel,Hloval,Nilyne,Valas,,,Vem,Madarbhu,Pahleena,
Naramin,Renduril,,Black-Scale,Eyes-Like-Night,,Mathralfin,Rathornith,,Gaven,Lysse,Benoit,Ilvel,Ramalii,Valen,,,Verrucosus,Maelen,Pajmina,
Naranbar,Renenfwe,,Catches-No-Fish,Eyes-of-Steel,,Megail,Rathril,,Gavin,Mabilete,Berouche,Kiliban,Relmerea,Valno,,,Verrus,Maesar,Pakethi,
Narandor,Rialilrin,,Chow-Chow,Falls-with-Grace,,Melas,Rayniir,,Gavric,Mabrel,Bierles,Kovan,Riina,Valor,,,Verus,Magarak,Palami,
Naritalmo,Rinallie,,Claws-In-Gloves,Far-From-Water,,Meleras,Raynineth,,Gawayne,Madenn,Blakeley,Kylius,Synda,Vando,,,Veterna,Magundim,Pamaea,
Narwundhel,Rindelma,,Claws-the-Ghosts,Far-Walker,,Melinfel,Raynorien,,Gedric,Madisone,Blakeny,Mels,Tamira,Vandram,,,Viciulus,Maguzak,Pamunara,
Naryon,Rinedel,,Conjures-with-Toes,Fearless-Breath,,Melleron,Rendorien,,Gelem,Maelle,Bloodcaller,Modryn,Therana,Varo,,,Vinicius,Maguzas,Panisa,
Nedoril,Riniswin,,Counts-the-Clouds,Fights-With-Tail,,Melluin,Rialanith,,Gelvin,Maelrisse,Bochur,Mondrar,Urnsi,Vavas,,,Virgilus,Mahargo,Pathi,
Nelerien,Rinweril,,Cuts-with-the-Grain,Finds-Plants,,Mendros,Riian,,Gennove,Maelys,Boutard,Nilphas,Uryne,Vavyn,,,Vittelli,Mahazza,Payisha,
Nelinar,Rinwinne,,Cuts-with-Words,Flies-In-Wind,,Mengonir,Rilineth,,Geonard,Magali,Bran,Nivan,Uvisea,Vedaren,,,Vocula,Mahirr,Pilbira,
Nelissil,Rinyayewen,,Dazzling-Tail,Follows-the-Sun,,Menorfin,Rinareth,,Gepelem,Mahlene,Bridgette,Olyn,Vadramea,Vedralu,,,Vopiscus,Mahur,Pinirai,
Nelulin,Rinyde,,Deep-in-Cups,Gathers-Dead-Things,,Menthorn,Rindirre,,Geraud,Maline,Bruc,Othrelos,Vadusa,Vedrano,,,Voria,Makam,Pirharri,
Nelundahin,Ronawe,,Deep-Thoughts,Gentle-Heart,,Merethrin,Rithros,,Geric,Malyna,Brussiner,Ralsa,Valveli,Velendas,,,Weston,Makid-ja,Pirjmina,
Nemalarian,Rondalinwe,,Doubts-the-Moon,GentleWaters,,Mertheriel,Rodaeril,,Gernaud,Manone,Brutya,Ralvas,Vaveli,Velni,,,Mede,Makkhzahr,Pirlasa,
Nemendoril,Rondellinwe,,Dreams-of-Sleep,Gnarled-Root,,Methring,Ronarith,,Gerrald,Marcele,Calhagen,Raynil,Velanda,Veloren,,,Attius,Makmargo,Puhnara,
Nemfarion,Ronuril,,Dreams-Simply,Golden-Heart,,Milgangor,Rothariel,,Gessure,Marcella,Callyn,Redas,Aamela,Veloth,,,Caprenius,Maladdak,Pulaya,
Nemuutian,Ronwerquen,,Drifts-On-Wind,Gold-Tail,,Milion,Sanithil,,Gib,Marcellyne,Caria,Rendil,Aamrila,Velothren,,,Larsus,Maladdiq,Pulemu,
Nenaron,Ronwiramwen,,Drinks-On-Sails,Good-with-Numbers,,Millabenn,Sariel,,Gierry,Marcelyn,Cariveau,Rythe,Aarela,Velothril,,,Memmius,Malahbu,Pulu,
Nenaronald,Ronyadil,,Drinks-With-Crabs,Grayscale,,Milmilin,Sarion,,Gilbert,Marciele,Carsitien,Slythe,Adansa,Veralor,,,Platorius,Malathan,Punabi,
Nendahin,Runaldilwe,,Drinks-With-Toes,Green-Eyes-Wander,,Milwalin,Saronithel,,Ginus,Marelie,Catreau,Soris,Adosa,Verelas,,,Sextius,Malathum,Punala,
Nengenil,Runare,,Drops-No-Glass,Grins-At-Cats,,Minan,Sarralthir,,Giorges,Maretta,Chachere,Syndelius,Adosi,Verendas,,,Silius,Malihaz-do,Punamu,
Nentimo,Rundirwe,,Dull-Scales,Hard-Scales,,Minangor,Sarrothiel,,Gitienne,Margaux,Channitte,Tovas,Adrasi,Veri,,,Terentius,Malirzzaka,Punirai,
Nentirona,Runwyenisse,,Dust-Foe,Has-No-Loom,,Mingaenir,Seldine,,Glaubert,Margerelle,Charchere,Ulen,Adrullu,Verilnith,,,Tripitus,Malisu,Punzala,
Nenvalion,Saleia,,Dusty-Claws,Head-in-Clouds,,Mingalion,Selene,,Gondistair,Margine,Charis,Valen,Adryn,Verothan,,,Vineben,Malizaz,Purah,
Neraanariel,Salelale,,Eager-to-Leave,Hears-the-Stone,,Mingonor,Sellineth,,Gordon,Margot,Charlerel,Varel,Aduri,Viake,,,Anzione,Malizluz,Purani,
Neramo,Saleorne,,Eats-Aged-Meat,Hears-the-Winding,,Mingor,Selynia,,Gordyn,Margrette,Chaudry,Varon,Aerona,Vian,,,Aurelia,Malkish,Purari,
Nerantar,Salerne,,Eats-Loves-Kills,Heat-On-Scales,,Minthelir,Sendel,,Graham,Marian,Cheval,Adril,Aeyne,Vibato,,,Bellienus,Manadzur,Qa'jhirr,
Nerassil,Salinwe,,Eats-Many-Hearts,Hides-Aplenty,,Mirchanas,Sendranir,,Grancis,Marien,Ceirans,Ambarys,Alalura,Vidron,,,Bolar,Manasi,Rabbah,
Nerdorion,Sangur,,Eats-More-Gold,Hides-Her-Heart,,Mirilir,Serchel,,Grandeau,Marienne,Cirges,Arvel,Alaru,Vilas,,,Gemullus,Mani,Rabeba,
Nerien'eth,Sarah,,Eleven-Skips,Hides-the-Ashes,,Modorin,Serwin,,Granden,Marieve,Clavarie,Athis,Alarvyne,Vinden,,,Jurus,Maniz,Rabiza,
Netalcar,Sarandel,,Eyes-In-Shadow,Honey-Nose,,Modradil,Serwuin,,Granier,Marquerite,Conrele,Aval,Alavani,Volos,,,Nerevelus,Manradh,Raedazi,
Netinndel,Sarfinaire,,Eyes-Like-Water,In-No-Hurry,,Mollorn,Sethel,,Gregory,Martha,Coriel,Belyn,Alavesa,Alas,,,Philidus,Manuk,Raehsi,
Nilarion,Sawen,,Eyes-the-Path,Juggles-Scorpions,,Monennor,Sirreth,,Grivier,Marthe,Countenain,Bradyn,Aldyna,Aran,,,Scotti,Marafi,Raeififeh,
Nildolnorne,Selandilwen,,Fangs-Like-Ice,Kassandra*,,Monganar,Sorvayel,,Grobert,Marthine,Countenan,Casimir,Alenus,Arys,,,Tasus,Marakar,Raerabhi,
Ninguldhon,Selloe,,Fast-Finder,Keen-Eyes,,Mongon,Syalleth,,Grugues,Martinne,Coutenan,Daynas,Aleri,Beran,,,Krately,Marnub,Raezargi,
Niramo,Seludalin,,Fetches-Glitter,Knuckle-Bones,,Mongor,Sylthendel,,Gryf,Maryse,Croque,Dravin,Alicon,Dareleth,,,,Marzak,Rahiba,
Nirelon,Serfinilonwe,,Fills-Up-on-Fish,Leaps-Before-Looking,,Mongoth,Teliwen,,Gudyn,Mathelle,Crowe,Drelas,Alli,Dulo,,,,Marzula-jo,Raiffi,
Nirulmo,Seritenya,,Fire-Under-His-Tongue,Leaps-Over-Thistle,,Monvaras,Tellanil,,Guitaut,Matilda,Daillon,Drevis,Alma,Fadathram,,,,Masrabal-dro,Rakalu-daro,
Nirunar,Seritir,,Fish-Fingers,Licks-Longfins,,Morthelos,Telona,,Guymund,Maxille,Dancent,Drovas,Almise,Favel,,,,Mathad,Rakkhiza,
Nocare,Siltamaire,,Fish-Whispers,Licks-the-Sand,,Naglanor,Thaedothiel,,Guyseph,Maxime,Daniel,Erandur,Almse,Gimothran,,,,Mathal,Ranabi,
Nocerren,Silurie,,Five-Coins,Lights-Sparks,,Nagledrin,Thael,,Gyrard,Maya,Danise,Evul,Alsal,Helan,,,,Mazag,Ranabia,
Noculvon,Sinarril,,Flat-Head,Lights-the-Way,,Nalbor,Thaelion,,Hacques,Mayla,Darkblood,Falas,Alurami,Hlervi,,,,Mazalish,Ranja,
Noldir,Siniaritaale,,Flicks-His-Tongue,Listens-By-Smell,,Nalguin,Thaeliwaen,,Halar,Melanie,Dauzat,Faldrus,Alurue,Llando,,,,Mazalkir,Ras'jaba,
Nolonir,Sinien,,Flicks-the-Dagger,Listens-to-Sea,,Nallelfin,Thaellin,,Hamelyn,Melita,Deleyn,Faryl,Alveno,Marvani,,,,Mazar,Rashiha,
Nolontar,Sintilfalion,,Forest-Child,Lizard-Eater,,Nalthenlir,Thaelril,,Handyn,Melodie,Demarie,Feran,Alves,Raviro,,,,Mazdurr,Rayfa,
Nolulnarian,Siramanwe,,Friends-with-Moon,Long-Cast,,Nanthenas,Thaenaneth,,Hannibal,Melynie,Denile,Fethis,Alvesi,Redoran,,,,Mazha,Razashi,
Nomefanya,Sirerale,,Frog-Swallows-Frog,Long-Claw,,Nedaegaer,Thaendil,,Harald,Merielle,Denter,Galdrus,Alvila,Rethandus,,,,Mazil-jo,Ra'zaym,
Nondor,Sireril,,Frozen-Foot,Looks-Forward,,Nedhellas,Thaeniril,,Harbin,Mervilda,Derren,Garan,Alvura,Salothan,,,,Mazilbin,Razila,
Nonvarel,Sirinaire,,Gazes-Red,Looks-too-Long,,Nednor,Thaenor,,Haskill,Michelia,Devry,Garyn,Alya,Salothran,,,,Mazirul,Rejmina,
Norarubel,Sirinduure,,Glimmer-Scales,Loves-the-Water,,Nedrin,Thaeraen,,Henrien,Michelle,Doisne,Geldis,Amila,Salvel,,,,Mazirzin,Rezzai,
Norfando,Sirinque,,Gray-Skies,Makes-Many-Soups,,Nedtharond,Thaereledh,,Herane,Minerva,Donolon,Indaryn,Anaba,Samarys,,,,Mazou-dar,Rhani,
Norion,Siriwen,,Green-Venom-Tongue,Makes-No-Ripples,,Nedthion,Thaeril,,Heron,Minette,Doran,Jiub,Andilan,Sandas,,,,Mazram,Riba,
Norirtil,Siroria,,Grinds-Nails,Makes-One-Soup,,Negaelion,Thaerin,,Herric,Minone,Douar,Lleril,Andilo,Telvayn,,,,Mazuk,Ribhuki,
Norunduil,Sonlonwe,,Hands-That-Heal,Many-Eyes,,Nelgorn,Thaesse,,Hescot,Miquela,Douer,Malthyr,Aneyda,Tharys,,,,Mazurr,Rideza,
Noryon,Sorcalin,,Has-No-Regrets,Many-Eyes-Watching,,Nelguar,Thaleth,,Heseph,Mira,Doure,Malur,Angharal,Vandus,,,,Meashuri,Ridkhassi,
Nuleros,Sorfinilon,,Has-Sugar-In-Him,Mind-of-Ice,,Nellor,Thalienglas,,Hierot,Mirabelle,DuBois,Maluril,Ani,Verelnim,,,,Mehdir,Riharai,
Nulion,Sortarione,,He-Cuts-the-Flesh,Moves-Like-Water,,Nendaer,Thaliwen,,Hilaire,Miramel,Dulroi,Malyn,Anila,Dalvilu,,,,Mezha-dro,Rihiri,
Nulurin,Suriwen,,Hidden-Hands,Murk-Watcher,,Nendilir,Thallioniel,,Holbert,Miranda,Duront,Meden,Anisa,Arano,,,,Miczen,Rihnissi,
Nuluufarya,Taalinrel,,Hides-in-Mud,Mysteries-of-Trees,,Nerellanvir,Thalorel,,Hoster,Miroleine,Elbert,Mithorpa,Aphia,Serethi,,,,Mikarash,Rilasu,
Numithir,Taalorde,,Honest-Feet,Names-the-Leaves,,Nergor,Thaloril,,Hubert,Mizou,Elles,Modyn,Aralosi,Aren,,,,Mikarur,Rilbirri,
Nunaacil,Taanuire,,Hooks-Fish,Nimble-Fingers,,Neronnir,Thalrel,,Huet,Molly,Ellioni,Naris,Arara,Athram,,,,Milaggul,Ririna,
Nunalhros,Taanwae,,Hops-Over-Fires,Nimble-Knuckles,,Nethrin,Thalrinel,,Hughes,Morgane,Emarie,Neloth,Arela,Drad,,,,Mim,Roznali,
Nunelneandil,Taanya,,Hops-over-Roots,Not-Really-Here,,Niden,Thamenarth,,Hulbert,Moumou,Emarthe,Orini,Areyne,Dreth,,,,Minal,Sabani,
Nunorbel,Taarenyawen,,Hunts-in-Shadow,One-Eye,,Nidras,Thaminiel,,Idaron,Muazzaz,Ephine,Othreloth,Arilu,Indarys,,,,Minbazal,Sabarapa,
Nuulehtel,Taari,,Hunts-in-Water,Open-Hands,,Nilaendril,Thamraen,,Igleric,Muriel,Erelle,Raleth,Arisa,Lythandas,,,,Minshak,Sabibi,
Nuvondo,Taarsare,,Hunts-with-Daggers,Paints-the-Sky,,Nildedrin,Thamrin,,Ignobert,Murielle,Ergalla,Ralis,Arns,Norvalo,,,,Mirarbinat,Sadaifa,
Nyderion,Taaruraire,,Iron-Claws,Pale-Heart,,Nilding,Thanael,,Ilzo,Mylenne,Etelette,Ravam,Arnsi,Othran,,,,Mirarkier,Sadara-do,
Ocando,Taeruumawen,,Iron-Heel,Peers-Through-Glass,,Nindir,Thara,,Inwold,Myriame,Euginie,Ravyn,Aroarise,Adas,,,,Mirarro,Sagara,
Ocandur,Talirinde,,Iron-In-Blood,Plays-In-Puddles,,Ninglenel,Thariel,,Irbran,Nadine,Eugne,Revus,Aryvena,Adus,,,,Misanir,Sahira-daro,
Ocanim,Talolayne,,Last-to-Water,Plucks-the-Coin,,Ninglos,Tharuin,,Irnand,Nahlia,Evrard,Revyn,Athesa,Alor,,,,Misapan,Saifa,
Ohartalmo,Taltaarie,,Laughs-at-All,Poor-Scales,,Ningor,Thiirion,,Jac,Nanette,Facian,Rirns,Aurona,Andaren,,,,Misar,Saizeh,
Ohmonir,Talulma,,Laughs-at-Danger,Purple-Plumes,,Nirolos,Thiirel,,Jacmund,Nanoyra,Fairfax,Romlyn,Avrusa,Areleth,,,,Mishdu,Salezu,
Ohtimir,Talwelin,,Laughs-at-Fishes,Relieves-Burdens,,Nironor,Thiirril,,Jacques,Naudet,Falkwind,Saden,Aymillo,Arenim,,,,Mishzin,Salita-ko,
Olanbrim,Talwullaure,,Laughs-at-Turtles,Remains-Silent,,Nirthindor,Thorelir,,Jadien,Nemarc,Falvo,Sarthis,Badila,Daren,,,,Mizaraben,Samaea-do,
Olincilion,Tambare,,Leaks-When-Struck,Rising-in-Still-Waters,,Nirthongoth,Thralin,,Jakarn,Nemic,Farro,Savos,Badilia,Devani,,,,Mizarati,Samati,
Olquamir,Tanaame,,Learns-Through-Pain,River-Swimmer,,Nongiruin,Thranarel,,Jansen,Neomi,Fauconniere,Servos,Bala,Dolovas,,,,Mizarbuk,Samati-ko,
Oltimbar,Tanellinwe,,Leaves-No-Tracks,Rope-Gill,,Norvir,Thranileith,,Janvin,Nessa,Fausta,Sevan,Balaru,Douar,,,,Mizarjirr,Samsu,
Olunandon,Tanelwen,,Licks-His-Claws,Runs-with-Questions,,Nothilgor,Tildri,,Jarnot,Nicolene,Favret,Slitter,Balsia,Dralas,,,,Mizarr,Sanabi,
Ondendil,Tanerline,,Listens-to-Water,Sacred-Sprout,,Nothirvir,Trea,,Jascien,Nicoline,Fenandre,Sondas,Bameli,Dran,,,,Mizashur,Sanobani,
Ondicantar,Taralin,,Looks-Under-Rocks,Scale-Mender,,Nothrelras,Ulladhel,,Jasper,Ninette,Finley,Talvas,Bameni,Drarara,,,,Mizibir,Sanua-la,
Ondindil,Tarie,,Low-Neck,Scales-Like-Silver,,Nothrolion,Uunniel,,Javiel,Noebelle,Finstock,Talvur,Banda,Dreleth,,,,Mizibuk,Sapila,
Ondunlmo,Tarinwe,,Lusts-For-Peace,Scales-Like-Steel,,Obenion,Uunril,,Jean-Jacques,Noemi,Flaubert,Taron,Bedena,Drothan,,,,Mizul,Sarirna,
Opylemil,Tarwanme,,Makes-No-Soup,Scared-of-Snow,,Obentor,Uurdhel,,Jerall,Noemie,Fontbonne,Teldryn,Bedyna,Fandas,,,,Mizzik,Sarnibi,
Oradel,Tarwannewen,,Many-Whispers,Seeks-Better-Deals,,Odreth,Uurwaen,,Jeran,Nonenamwen,Fralinie,Tolendos,Bedyni,Faram,,,,Mo'khu,Sashawi,
Orninlur,Tarwen,,Marches-Proud,Seeks-Her-Glory,,Odrethin,Uurwaerion,,Jerard,Norine,Frasoric,Tythis,Bekfrydde,Farano,,,,Mohkhu,Sattaiq,
Ormilus,Telalril,,Marsh-Wader,Seeks-Old-Words,,Ogarendir,Vendyne,,Jeraud,Normina,Fren,Ulves,Belderi,Gatharian,,,,Mohsaz,Satarri,
Ormurrel,Telandil,,Mirrored-Skin,Seeks-White-Bird,,Olahanar,Wendirre,,Jeremie,Nurese,Frernele,Ulyn,Belera,Girith,,,,Moj-argo,Sayya,
Oromin,Telarnel,,Moves-Many-Rocks,Sees-All-Colors,,Olarion,Wenridil,,Jerian,Nyna,Frernis,Valin,Beleru,Helas,,,,Mojakuz,Saziza,
Orquan,Telarniel,,Moves-Unseen,Sees-Many-Paths,,Ollion,Whisper,,Jernald,Nyrona,Gaering,Vals,Belosi,Henim,,,,Mojaluz,Sebazi,
Osalmil,Teldrelwe,,Mud-Suits-Him,Shares-with-Many,,Ongalion,Yarmia,,Jeromec,Odyle,Gagnon,Vanryth,Belya,Hlaalu,,,,Mojha,Sedarra,
Ostarion,Teldulsewen,,Mud-Toes,Sharp-Edge,,Onglor,Zifri,,Jerromec,Ofelia,Garcique,Vendil,Bendyni,Hlaren,,,,Mojzin,Sedeza,
Ostion,Teldundindwe,,Murk-Scale,Sharp-Eye,,Onglorn,Lywen,,Jesper,Olivia,Garoutte,Veren,Bera,Hlavel,,,,Monamjo,Sehana,
Palomir,Teldwennisse,,Murmurs-to-Trees,She-Who-Gleams,,Oranron,Gosellaneth,,Jimy,Olivie,Garscroft,Wyndelius,Berada,Hlervu,,,,Mulabez,Sena-daro,
Pamyedalin,Teldwifwen,,Narrows-His-Eyes,Sheathed-in-Silk,,Orbinor,Serenarth,,Joheric,Olyna,Gavendien,Adras,Berari,Kren,,,,Mulabus,Senamu-daro,
